# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DNMT3B	DNMT3B	NM_175848		0	5	2	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	4	0	0	0	2	0
DNMT3B	DNMT3B	NM_175849		0	5	2	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	4	0	0	0	2	0
DNMT3B	DNMT3B	NM_175850		0	5	2	3	0	0	0	0	0	0	0	0	0	6	2	0	0	0	4	0	0	0	2	0
DNMT3L	DNMT3L	NM_013369		0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
DNMT3L	DNMT3L	NM_175867		0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
DOCK2	DOCK2	NM_004946		0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
DOCK8	DOCK8	NM_203447		0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
DPYD	DPYD	NM_000110		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DPYD	DPYD	NM_001160301		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DRD1	DRD1	NM_000794		0	1	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
DRD2	DRD2	NM_000795		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DRD2	DRD2	NM_016574		0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DSC2	DSC2	NM_004949		0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0
DSC2	DSC2	NM_024422		0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0
DSG2	DSG2	NM_001943		0	3	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0
DSG2-AS1	DSG2-AS1	NR_045216		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
DSP	DSP	NM_001008844		1	5	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	0
DSP	DSP	NM_001319034		1	5	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	0
DSP	DSP	NM_004415		1	5	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	0
DUSP22	DUSP22	NM_001286555		0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
DUSP22	DUSP22	NM_020185		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
DUSP22	DUSP22	NR_104473		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
DUSP22	DUSP22	NR_104474		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
DUSP22	DUSP22	NR_104475		0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
DVL1	DVL1	NM_001330311		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DVL1	DVL1	NM_004421		0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DVL2	DVL2	NM_004422		0	4	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0
DVL3	DVL3	NM_004423		2	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0
DYRK2	DYRK2	NM_003583		0	1	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
DYRK2	DYRK2	NM_006482		0	1	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
E2F3	E2F3	NM_001243076		0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
E2F3	E2F3	NM_001949		0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0
E2F5	E2F5	NM_001083588		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E2F5	E2F5	NM_001951		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
E2F6	E2F6	NM_001278275		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NM_001278276		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NM_001278277		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NM_001278278		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NM_198256		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NM_212540		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F6	E2F6	NR_103490		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E2F7	E2F7	NM_203394		2	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0
EBF1	EBF1	NM_001290360		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324101		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324103		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324106		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324107		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324108		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324109		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_001324111		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_024007		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	EBF1	NM_182708		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECH1	ECH1	NM_001398		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ECHS1	ECHS1	NM_004092		0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ECT2L	ECT2L	NM_001077706		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ECT2L	ECT2L	NM_001195037		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001199687		0	0	1	6	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001242310		0	0	1	5	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324199		0	0	0	7	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324201		0	0	1	6	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324202		0	0	0	7	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324204		0	0	0	7	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324205		0	0	0	7	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_001324206		0	0	1	6	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NM_021783		0	0	1	6	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NR_136726		0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
EDA2R	EDA2R	NR_136727		0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
EED	EED	NM_001308007		0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
EED	EED	NM_001330334		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
EED	EED	NM_003797		0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
EEF1D	EEF1D	NM_001130053		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001130055		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001130056		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001130057		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001195203		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001289950		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001317743		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001330646		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_001960		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1D	EEF1D	NM_032378		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGF	EGF	NM_001178130		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
EGF	EGF	NM_001178131		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EGF	EGF	NM_001357021		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EGF	EGF	NM_001963		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EGFR	EGFR	NM_001346897		0	3	2	9	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	3	0
EGFR	EGFR	NM_001346898		0	3	2	9	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	3	0
EGFR	EGFR	NM_001346899		0	3	2	9	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	3	0
EGFR	EGFR	NM_001346900		0	3	2	5	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3	1
EGFR	EGFR	NM_001346941		0	3	1	10	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	3	0
EGFR	EGFR	NM_005228		0	3	2	9	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	3	0
EGFR	EGFR	NM_201282		0	0	1	7	0	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0
EGFR	EGFR	NM_201283		0	0	1	5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
EGFR	EGFR	NM_201284		0	1	1	7	0	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	1	0
EGFR-AS1	EGFR-AS1	NR_047551		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
EGR1	EGR1	NM_001964		0	1	1	3	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
EGR2	EGR2	NM_000399		0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR2	EGR2	NM_001136177		0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR2	EGR2	NM_001136178		0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR2	EGR2	NM_001136179		0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGR2	EGR2	NM_001321037		0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EHF	EHF	NM_001206615		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EHF	EHF	NM_001206616		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EHF	EHF	NM_012153		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
EHMT1	EHMT1	NM_001354263		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EHMT1	EHMT1	NM_024757		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EHMT2	EHMT2	NM_001289413		0	1	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0
EHMT2	EHMT2	NM_001318833		0	1	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0
EHMT2	EHMT2	NM_006709		0	1	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0
EHMT2	EHMT2	NM_025256		0	1	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0
EIF2AK4	EIF2AK4	NM_001013703		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF3A	EIF3A	NM_003750		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF5A	EIF5A	NM_001143760		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF5A	EIF5A	NM_001143761		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF5A	EIF5A	NM_001143762		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF5A	EIF5A	NM_001970		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ELANE	ELANE	NM_001972		0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ELF1	ELF1	NM_001145353		0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
ELF1	ELF1	NM_172373		0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_001276457		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_001276458		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_001276459		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_001331036		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_006874		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF2	ELF2	NM_201999		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF3	ELF3	NM_001114309		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ELF3	ELF3	NM_004433		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ELF3-AS1	ELF3-AS1	NR_146472		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELF4	ELF4	NM_001127197		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF4	ELF4	NM_001421		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELF5	ELF5	NM_001243080		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ELF5	ELF5	NM_001243081		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ELF5	ELF5	NM_001422		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ELF5	ELF5	NM_198381		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ELK1	ELK1	NM_001114123		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELK1	ELK1	NM_001257168		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ELK1	ELK1	NM_005229		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELK3	ELK3	NM_001303511		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ELK3	ELK3	NM_005230		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ELK4	ELK4	NM_001973		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ELK4	ELK4	NM_021795		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ELOC	ELOC	NM_001204857		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204858		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204859		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204860		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204861		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204862		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204863		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_001204864		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELOC	ELOC	NM_005648		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELP1	ELP1	NM_001318360		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ELP1	ELP1	NM_001330749		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ELP1	ELP1	NM_003640		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ELP3	ELP3	NM_001284220		0	3	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
ELP3	ELP3	NM_001284222		0	3	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0
ELP3	ELP3	NM_001284224		0	3	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
ELP3	ELP3	NM_001284225		0	3	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
ELP3	ELP3	NM_001284226		0	3	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
ELP3	ELP3	NM_018091		0	3	0	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
EML4	EML4	NM_001145076		0	3	3	3	0	1	1	0	0	0	0	0	0	4	3	0	0	0	2	0	0	0	0	0
EML4	EML4	NM_019063		1	3	3	2	0	1	1	0	0	0	0	0	1	3	3	0	0	0	2	0	0	0	0	0
EMSY	EMSY	NM_001300942		0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0
EMSY	EMSY	NM_001300943		0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0
EMSY	EMSY	NM_001300944		0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0
EMSY	EMSY	NM_020193		0	4	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0
EP300	EP300	NM_001429		0	3	2	2	0	0	0	0	0	1	0	0	0	4	1	0	0	0	2	0	0	0	1	0
EPCAM	EPCAM	NM_002354		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NM_001270989		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NM_001270990		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NM_001270991		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NM_001270992		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NM_001270993		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NR_073114		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPGN	EPGN	NR_073117		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EPHA1	EPHA1	NM_005232		0	3	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0
EPHA2	EPHA2	NM_001329090		0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
EPHA2	EPHA2	NM_004431		0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
EPHA3	EPHA3	NM_005233		0	1	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
EPHA4	EPHA4	NM_001304536		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_001304537		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA4	EPHA4	NM_004438		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA5	EPHA5	NM_001281765		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA5	EPHA5	NM_001281766		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA5	EPHA5	NM_001281767		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA5	EPHA5	NM_001318761		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA5	EPHA5	NM_004439		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA5	EPHA5	NM_182472		0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
EPHA6	EPHA6	NM_001080448		0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EPHA6	EPHA6	NM_001278301		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA7	EPHA7	NM_001288629		0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
EPHA7	EPHA7	NM_004440		0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
EPHA8	EPHA8	NM_001006943		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EPHA8	EPHA8	NM_020526		0	1	0	5	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
EPHB1	EPHB1	NM_004441		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
EPHB2	EPHB2	NM_001309192		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB2	EPHB2	NM_001309193		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB2	EPHB2	NM_004442		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB2	EPHB2	NM_017449		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHB3	EPHB3	NM_004443		0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
EPHB4	EPHB4	NM_004444		0	4	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0
EPHB6	EPHB6	NM_001280794		0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB6	EPHB6	NM_001280795		0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB6	EPHB6	NM_004445		0	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
EPHB6	EPHB6	NR_104001		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
EPHX1	EPHX1	NM_000120		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHX1	EPHX1	NM_001136018		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPHX1	EPHX1	NM_001291163		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EPM2AIP1	EPM2AIP1	NM_014805		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
